config,seed,module,metric,value
A_1fail,3,GridScenario.rsu[2].appl,L6_speed_guidance_kmh,100
A_1fail,3,GridScenario.rsu[2].appl,L6_coordination_mode,0
A_1fail,3,GridScenario.rsu[2].appl,L5_i_am_failed,0
A_1fail,3,GridScenario.rsu[2].appl,L5_neighbors_tracked,3
A_1fail,3,GridScenario.rsu[2].appl,L5_failures_detected,1
A_1fail,3,GridScenario.rsu[2].appl,L5_false_alarm_recoveries,0
A_1fail,3,GridScenario.rsu[2].appl,L5_first_detection_time,63
A_1fail,3,GridScenario.rsu[2].appl,L5_pressure_spikes,24
A_1fail,3,GridScenario.rsu[2].appl,generatedWSMs,0
A_1fail,3,GridScenario.rsu[2].appl,receivedWSMs,0
A_1fail,3,GridScenario.rsu[2].appl,generatedBSMs,200
A_1fail,3,GridScenario.rsu[2].appl,receivedBSMs,36855
A_1fail,3,GridScenario.rsu[2].appl,generatedWSAs,0
A_1fail,3,GridScenario.rsu[2].appl,receivedWSAs,0
A_1fail,3,GridScenario.rsu[2].nic.phy80211p,busyTime,0.02860624000002
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,ReceivedUnicastPackets,0
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,ReceivedBroadcasts,36855
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,SentPackets,200
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,SentAcknowledgements,0
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,RetriesExceeded,0
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,SNIRLostPackets,18157
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,RXTXLostPackets,0
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,TotalLostPackets,18157
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,DroppedPacketsInMac,0
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,TooLittleTime,0
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,TimesIntoBackoff,200
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,SlotsBackoff,324
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,NumInternalContention,0
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,totalBusyTime,5.735904
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,retriesExceeded:count,0
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,sentAcks:count,0
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,sentPackets:count,200
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,collisions:count,0
A_1fail,3,GridScenario.rsu[2].nic.mac1609_4,channelBusy:timeavg,0.02867952000002
A_1fail,3,GridScenario.rsu[3].appl,TIMING_avg_ms,0.07119982
A_1fail,3,GridScenario.rsu[3].appl,TIMING_max_ms,0.172167
A_1fail,3,GridScenario.rsu[3].appl,TIMING_min_ms,0.000833
A_1fail,3,GridScenario.rsu[3].appl,GT_network_waiting,27373
A_1fail,3,GridScenario.rsu[3].appl,L0_replay_rejections,0
A_1fail,3,GridScenario.rsu[3].appl,L0_auth_rejections,0
A_1fail,3,GridScenario.rsu[3].appl,L1B_max_drift_observed,0
A_1fail,3,GridScenario.rsu[3].appl,L1B_drift_rejections,0
A_1fail,3,GridScenario.rsu[3].appl,L1C_max_xcheck_gap,1
A_1fail,3,GridScenario.rsu[3].appl,L1C_avg_xcheck_gap,0.07
A_1fail,3,GridScenario.rsu[3].appl,L1C_xcheck_rejections,0
A_1fail,3,GridScenario.rsu[3].appl,L4_dest_from_v2x,0
A_1fail,3,GridScenario.rsu[3].appl,L4_dest_inside_skipped,0
A_1fail,3,GridScenario.rsu[3].appl,L4_dest_fallback,0
A_1fail,3,GridScenario.rsu[3].appl,GT_waiting_seconds,10622
A_1fail,3,GridScenario.rsu[3].appl,REAL_wait_seconds,113956
A_1fail,3,GridScenario.rsu[3].appl,REAL_distance,6740159.356707
A_1fail,3,GridScenario.rsu[3].appl,L1A_total_measurements,200
A_1fail,3,GridScenario.rsu[3].appl,L1A_max_queue,130
A_1fail,3,GridScenario.rsu[3].appl,L1A_avg_queue_length,53.11
A_1fail,3,GridScenario.rsu[3].appl,L1A_avg_pressure,54.12
A_1fail,3,GridScenario.rsu[3].appl,L1B_valid_rate_percent,100
A_1fail,3,GridScenario.rsu[3].appl,VEH_total_waiting_seconds,10622
A_1fail,3,GridScenario.rsu[3].appl,L1B_byzantine_detections,0
A_1fail,3,GridScenario.rsu[3].appl,L2_decisions,200
A_1fail,3,GridScenario.rsu[3].appl,L2_avg_green_time,43.36
A_1fail,3,GridScenario.rsu[3].appl,L2_state_light,21
A_1fail,3,GridScenario.rsu[3].appl,L2_state_moderate,26
A_1fail,3,GridScenario.rsu[3].appl,L2_state_heavy,17
A_1fail,3,GridScenario.rsu[3].appl,L2_state_congested,136
A_1fail,3,GridScenario.rsu[3].appl,L3_voting_rounds,200
A_1fail,3,GridScenario.rsu[3].appl,L2_light_actuations,0
A_1fail,3,GridScenario.rsu[3].appl,L3_votes_collected,0
A_1fail,3,GridScenario.rsu[3].appl,L3_avg_voted_green,43.36
A_1fail,3,GridScenario.rsu[3].appl,L4_reroute_commands_sent,0
A_1fail,3,GridScenario.rsu[3].appl,L4_vehicles_rerouted,0
A_1fail,3,GridScenario.rsu[3].appl,L4_greedy_evaluations,0
A_1fail,3,GridScenario.rsu[3].appl,L4_actuations,0
A_1fail,3,GridScenario.rsu[3].appl,L4_candidates_used,0
A_1fail,3,GridScenario.rsu[3].appl,L6_quality_level,100
A_1fail,3,GridScenario.rsu[3].appl,L6_degradation_activations,0
A_1fail,3,GridScenario.rsu[3].appl,L6_speed_guidance_kmh,100
A_1fail,3,GridScenario.rsu[3].appl,L6_coordination_mode,0
A_1fail,3,GridScenario.rsu[3].appl,L5_i_am_failed,0
A_1fail,3,GridScenario.rsu[3].appl,L5_neighbors_tracked,3
A_1fail,3,GridScenario.rsu[3].appl,L5_failures_detected,1
A_1fail,3,GridScenario.rsu[3].appl,L5_false_alarm_recoveries,0
A_1fail,3,GridScenario.rsu[3].appl,L5_first_detection_time,63
A_1fail,3,GridScenario.rsu[3].appl,L5_pressure_spikes,19
A_1fail,3,GridScenario.rsu[3].appl,generatedWSMs,0
A_1fail,3,GridScenario.rsu[3].appl,receivedWSMs,0
A_1fail,3,GridScenario.rsu[3].appl,generatedBSMs,200
A_1fail,3,GridScenario.rsu[3].appl,receivedBSMs,37908
A_1fail,3,GridScenario.rsu[3].appl,generatedWSAs,0
A_1fail,3,GridScenario.rsu[3].appl,receivedWSAs,0
A_1fail,3,GridScenario.rsu[3].nic.phy80211p,busyTime,0.02860624000002
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,ReceivedUnicastPackets,0
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,ReceivedBroadcasts,37908
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,SentPackets,200
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,SentAcknowledgements,0
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,RetriesExceeded,0
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,SNIRLostPackets,17104
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,RXTXLostPackets,0
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,TotalLostPackets,17104
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,DroppedPacketsInMac,0
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,TooLittleTime,0
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,TimesIntoBackoff,200
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,SlotsBackoff,296
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,NumInternalContention,0
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,totalBusyTime,5.735904
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,retriesExceeded:count,0
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,sentAcks:count,0
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,sentPackets:count,200
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,collisions:count,0
A_1fail,3,GridScenario.rsu[3].nic.mac1609_4,channelBusy:timeavg,0.02867952000002
A_1fail,3,GridScenario.rsu[4].appl,TIMING_avg_ms,0.071081295
A_1fail,3,GridScenario.rsu[4].appl,TIMING_max_ms,0.202667
A_1fail,3,GridScenario.rsu[4].appl,TIMING_min_ms,0.000791
A_1fail,3,GridScenario.rsu[4].appl,GT_network_waiting,27373
A_1fail,3,GridScenario.rsu[4].appl,L0_replay_rejections,0
A_1fail,3,GridScenario.rsu[4].appl,L0_auth_rejections,0
A_1fail,3,GridScenario.rsu[4].appl,L1B_max_drift_observed,0
A_1fail,3,GridScenario.rsu[4].appl,L1B_drift_rejections,0
A_1fail,3,GridScenario.rsu[4].appl,L1C_max_xcheck_gap,3
A_1fail,3,GridScenario.rsu[4].appl,L1C_avg_xcheck_gap,0.135
A_1fail,3,GridScenario.rsu[4].appl,L1C_xcheck_rejections,0
A_1fail,3,GridScenario.rsu[4].appl,L4_dest_from_v2x,0
A_1fail,3,GridScenario.rsu[4].appl,L4_dest_inside_skipped,0
A_1fail,3,GridScenario.rsu[4].appl,L4_dest_fallback,0
A_1fail,3,GridScenario.rsu[4].appl,GT_waiting_seconds,10891
A_1fail,3,GridScenario.rsu[4].appl,REAL_wait_seconds,125997
A_1fail,3,GridScenario.rsu[4].appl,REAL_distance,7030432.0477079
A_1fail,3,GridScenario.rsu[4].appl,L1A_total_measurements,200
A_1fail,3,GridScenario.rsu[4].appl,L1A_max_queue,143
A_1fail,3,GridScenario.rsu[4].appl,L1A_avg_queue_length,54.455
A_1fail,3,GridScenario.rsu[4].appl,L1A_avg_pressure,55.46
A_1fail,3,GridScenario.rsu[4].appl,L1B_valid_rate_percent,100
A_1fail,3,GridScenario.rsu[4].appl,VEH_total_waiting_seconds,10891
A_1fail,3,GridScenario.rsu[4].appl,L1B_byzantine_detections,0
A_1fail,3,GridScenario.rsu[4].appl,L2_decisions,200
A_1fail,3,GridScenario.rsu[4].appl,L2_avg_green_time,43.145
A_1fail,3,GridScenario.rsu[4].appl,L2_state_light,27
A_1fail,3,GridScenario.rsu[4].appl,L2_state_moderate,25
A_1fail,3,GridScenario.rsu[4].appl,L2_state_heavy,12
A_1fail,3,GridScenario.rsu[4].appl,L2_state_congested,136
A_1fail,3,GridScenario.rsu[4].appl,L3_voting_rounds,200
A_1fail,3,GridScenario.rsu[4].appl,L2_light_actuations,0
A_1fail,3,GridScenario.rsu[4].appl,L3_votes_collected,0
A_1fail,3,GridScenario.rsu[4].appl,L3_avg_voted_green,43.145
A_1fail,3,GridScenario.rsu[4].appl,L4_reroute_commands_sent,0
A_1fail,3,GridScenario.rsu[4].appl,L4_vehicles_rerouted,0
A_1fail,3,GridScenario.rsu[4].appl,L4_greedy_evaluations,0
A_1fail,3,GridScenario.rsu[4].appl,L4_actuations,0
A_1fail,3,GridScenario.rsu[4].appl,L4_candidates_used,0
A_1fail,3,GridScenario.rsu[4].appl,L6_quality_level,100
A_1fail,3,GridScenario.rsu[4].appl,L6_degradation_activations,0
A_1fail,3,GridScenario.rsu[4].appl,L6_speed_guidance_kmh,100
A_1fail,3,GridScenario.rsu[4].appl,L6_coordination_mode,0
A_1fail,3,GridScenario.rsu[4].appl,L5_i_am_failed,0
A_1fail,3,GridScenario.rsu[4].appl,L5_neighbors_tracked,3
A_1fail,3,GridScenario.rsu[4].appl,L5_failures_detected,1
A_1fail,3,GridScenario.rsu[4].appl,L5_false_alarm_recoveries,0
A_1fail,3,GridScenario.rsu[4].appl,L5_first_detection_time,63
A_1fail,3,GridScenario.rsu[4].appl,L5_pressure_spikes,16
A_1fail,3,GridScenario.rsu[4].appl,generatedWSMs,0
A_1fail,3,GridScenario.rsu[4].appl,receivedWSMs,0
A_1fail,3,GridScenario.rsu[4].appl,generatedBSMs,200
A_1fail,3,GridScenario.rsu[4].appl,receivedBSMs,38105
A_1fail,3,GridScenario.rsu[4].appl,generatedWSAs,0
A_1fail,3,GridScenario.rsu[4].appl,receivedWSAs,0
A_1fail,3,GridScenario.rsu[4].nic.phy80211p,busyTime,0.02860624000002
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,ReceivedUnicastPackets,0
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,ReceivedBroadcasts,38105
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,SentPackets,200
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,SentAcknowledgements,0
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,RetriesExceeded,0
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,SNIRLostPackets,16907
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,RXTXLostPackets,0
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,TotalLostPackets,16907
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,DroppedPacketsInMac,0
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,TooLittleTime,0
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,TimesIntoBackoff,395
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,SlotsBackoff,597
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,NumInternalContention,0
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,totalBusyTime,5.735904
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,retriesExceeded:count,0
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,sentAcks:count,0
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,sentPackets:count,200
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,collisions:count,0
A_1fail,3,GridScenario.rsu[4].nic.mac1609_4,channelBusy:timeavg,0.02867952000002
A_1fail,4,GridScenario.rsu[0].appl,TIMING_avg_ms,0.019326983050847
A_1fail,4,GridScenario.rsu[0].appl,TIMING_max_ms,0.042833
A_1fail,4,GridScenario.rsu[0].appl,TIMING_min_ms,0.001917
A_1fail,4,GridScenario.rsu[0].appl,GT_network_waiting,26630
A_1fail,4,GridScenario.rsu[0].appl,L0_replay_rejections,0
A_1fail,4,GridScenario.rsu[0].appl,L0_auth_rejections,0
A_1fail,4,GridScenario.rsu[0].appl,L1B_max_drift_observed,0
A_1fail,4,GridScenario.rsu[0].appl,L1B_drift_rejections,0
A_1fail,4,GridScenario.rsu[0].appl,L1C_max_xcheck_gap,0
A_1fail,4,GridScenario.rsu[0].appl,L1C_avg_xcheck_gap,0
A_1fail,4,GridScenario.rsu[0].appl,L1C_xcheck_rejections,0
A_1fail,4,GridScenario.rsu[0].appl,L4_dest_from_v2x,0
A_1fail,4,GridScenario.rsu[0].appl,L4_dest_inside_skipped,0
A_1fail,4,GridScenario.rsu[0].appl,L4_dest_fallback,0
A_1fail,4,GridScenario.rsu[0].appl,GT_waiting_seconds,12847
A_1fail,4,GridScenario.rsu[0].appl,REAL_wait_seconds,146513
A_1fail,4,GridScenario.rsu[0].appl,REAL_distance,8460461.9884064
A_1fail,4,GridScenario.rsu[0].appl,L1A_total_measurements,59
A_1fail,4,GridScenario.rsu[0].appl,L1A_max_queue,27
A_1fail,4,GridScenario.rsu[0].appl,L1A_avg_queue_length,8.5084745762712
A_1fail,4,GridScenario.rsu[0].appl,L1A_avg_pressure,9.6440677966102
A_1fail,4,GridScenario.rsu[0].appl,L1B_valid_rate_percent,100
A_1fail,4,GridScenario.rsu[0].appl,VEH_total_waiting_seconds,502
A_1fail,4,GridScenario.rsu[0].appl,L1B_byzantine_detections,0
A_1fail,4,GridScenario.rsu[0].appl,L2_decisions,59
A_1fail,4,GridScenario.rsu[0].appl,L2_avg_green_time,29.64406779661
A_1fail,4,GridScenario.rsu[0].appl,L2_state_light,19
A_1fail,4,GridScenario.rsu[0].appl,L2_state_moderate,24
A_1fail,4,GridScenario.rsu[0].appl,L2_state_heavy,16
A_1fail,4,GridScenario.rsu[0].appl,L2_state_congested,0
A_1fail,4,GridScenario.rsu[0].appl,L3_voting_rounds,59
A_1fail,4,GridScenario.rsu[0].appl,L2_light_actuations,0
A_1fail,4,GridScenario.rsu[0].appl,L3_votes_collected,0
A_1fail,4,GridScenario.rsu[0].appl,L3_avg_voted_green,29.64406779661
A_1fail,4,GridScenario.rsu[0].appl,L4_reroute_commands_sent,0
A_1fail,4,GridScenario.rsu[0].appl,L4_vehicles_rerouted,0
A_1fail,4,GridScenario.rsu[0].appl,L4_greedy_evaluations,0
A_1fail,4,GridScenario.rsu[0].appl,L4_actuations,0
A_1fail,4,GridScenario.rsu[0].appl,L4_candidates_used,0
A_1fail,4,GridScenario.rsu[0].appl,L6_quality_level,100
A_1fail,4,GridScenario.rsu[0].appl,L6_degradation_activations,0
A_1fail,4,GridScenario.rsu[0].appl,L6_speed_guidance_kmh,100
A_1fail,4,GridScenario.rsu[0].appl,L6_coordination_mode,0
A_1fail,4,GridScenario.rsu[0].appl,L5_i_am_failed,1
A_1fail,4,GridScenario.rsu[0].appl,L5_neighbors_tracked,4
A_1fail,4,GridScenario.rsu[0].appl,L5_failures_detected,0
A_1fail,4,GridScenario.rsu[0].appl,L5_false_alarm_recoveries,0
A_1fail,4,GridScenario.rsu[0].appl,L5_first_detection_time,-1
A_1fail,4,GridScenario.rsu[0].appl,L5_pressure_spikes,4
A_1fail,4,GridScenario.rsu[0].appl,generatedWSMs,0
A_1fail,4,GridScenario.rsu[0].appl,receivedWSMs,0
A_1fail,4,GridScenario.rsu[0].appl,generatedBSMs,60
A_1fail,4,GridScenario.rsu[0].appl,receivedBSMs,49532
A_1fail,4,GridScenario.rsu[0].appl,generatedWSAs,0
A_1fail,4,GridScenario.rsu[0].appl,receivedWSAs,0
A_1fail,4,GridScenario.rsu[0].nic.phy80211p,busyTime,0.02857556000002
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,ReceivedUnicastPackets,0
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,ReceivedBroadcasts,49532
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,SentPackets,60
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,SentAcknowledgements,0
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,RetriesExceeded,0
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,SNIRLostPackets,5421
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,RXTXLostPackets,0
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,TotalLostPackets,5421
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,DroppedPacketsInMac,0
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,TooLittleTime,0
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,TimesIntoBackoff,60
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,SlotsBackoff,93
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,NumInternalContention,0
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,totalBusyTime,5.70082
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,retriesExceeded:count,0
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,sentAcks:count,0
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,sentPackets:count,60
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,collisions:count,0
A_1fail,4,GridScenario.rsu[0].nic.mac1609_4,channelBusy:timeavg,0.02850410000002
A_1fail,4,GridScenario.rsu[1].appl,TIMING_avg_ms,0.077206025
A_1fail,4,GridScenario.rsu[1].appl,TIMING_max_ms,0.178833
A_1fail,4,GridScenario.rsu[1].appl,TIMING_min_ms,0.001083
A_1fail,4,GridScenario.rsu[1].appl,GT_network_waiting,26630
A_1fail,4,GridScenario.rsu[1].appl,L0_replay_rejections,0
A_1fail,4,GridScenario.rsu[1].appl,L0_auth_rejections,0
A_1fail,4,GridScenario.rsu[1].appl,L1B_max_drift_observed,0
A_1fail,4,GridScenario.rsu[1].appl,L1B_drift_rejections,0
A_1fail,4,GridScenario.rsu[1].appl,L1C_max_xcheck_gap,2
A_1fail,4,GridScenario.rsu[1].appl,L1C_avg_xcheck_gap,0.055
A_1fail,4,GridScenario.rsu[1].appl,L1C_xcheck_rejections,0
A_1fail,4,GridScenario.rsu[1].appl,L4_dest_from_v2x,0
A_1fail,4,GridScenario.rsu[1].appl,L4_dest_inside_skipped,0
A_1fail,4,GridScenario.rsu[1].appl,L4_dest_fallback,0
A_1fail,4,GridScenario.rsu[1].appl,GT_waiting_seconds,10371
A_1fail,4,GridScenario.rsu[1].appl,REAL_wait_seconds,124331
A_1fail,4,GridScenario.rsu[1].appl,REAL_distance,7010602.4323708
A_1fail,4,GridScenario.rsu[1].appl,L1A_total_measurements,200
A_1fail,4,GridScenario.rsu[1].appl,L1A_max_queue,109
A_1fail,4,GridScenario.rsu[1].appl,L1A_avg_queue_length,51.855
A_1fail,4,GridScenario.rsu[1].appl,L1A_avg_pressure,52.705
A_1fail,4,GridScenario.rsu[1].appl,L1B_valid_rate_percent,100
A_1fail,4,GridScenario.rsu[1].appl,VEH_total_waiting_seconds,10371
A_1fail,4,GridScenario.rsu[1].appl,L1B_byzantine_detections,0
A_1fail,4,GridScenario.rsu[1].appl,L2_decisions,200
A_1fail,4,GridScenario.rsu[1].appl,L2_avg_green_time,43.065
A_1fail,4,GridScenario.rsu[1].appl,L2_state_light,27
A_1fail,4,GridScenario.rsu[1].appl,L2_state_moderate,27
A_1fail,4,GridScenario.rsu[1].appl,L2_state_heavy,10
A_1fail,4,GridScenario.rsu[1].appl,L2_state_congested,136
A_1fail,4,GridScenario.rsu[1].appl,L3_voting_rounds,200
A_1fail,4,GridScenario.rsu[1].appl,L2_light_actuations,0
A_1fail,4,GridScenario.rsu[1].appl,L3_votes_collected,0
A_1fail,4,GridScenario.rsu[1].appl,L3_avg_voted_green,43.065
A_1fail,4,GridScenario.rsu[1].appl,L4_reroute_commands_sent,0
A_1fail,4,GridScenario.rsu[1].appl,L4_vehicles_rerouted,0
A_1fail,4,GridScenario.rsu[1].appl,L4_greedy_evaluations,0
A_1fail,4,GridScenario.rsu[1].appl,L4_actuations,0
A_1fail,4,GridScenario.rsu[1].appl,L4_candidates_used,0
A_1fail,4,GridScenario.rsu[1].appl,L6_quality_level,100
A_1fail,4,GridScenario.rsu[1].appl,L6_degradation_activations,0
A_1fail,4,GridScenario.rsu[1].appl,L6_speed_guidance_kmh,100
A_1fail,4,GridScenario.rsu[1].appl,L6_coordination_mode,0
A_1fail,4,GridScenario.rsu[1].appl,L5_i_am_failed,0
A_1fail,4,GridScenario.rsu[1].appl,L5_neighbors_tracked,3
A_1fail,4,GridScenario.rsu[1].appl,L5_failures_detected,1
A_1fail,4,GridScenario.rsu[1].appl,L5_false_alarm_recoveries,0
A_1fail,4,GridScenario.rsu[1].appl,L5_first_detection_time,63
A_1fail,4,GridScenario.rsu[1].appl,L5_pressure_spikes,23
A_1fail,4,GridScenario.rsu[1].appl,generatedWSMs,0
A_1fail,4,GridScenario.rsu[1].appl,receivedWSMs,0
A_1fail,4,GridScenario.rsu[1].appl,generatedBSMs,200
A_1fail,4,GridScenario.rsu[1].appl,receivedBSMs,37226
A_1fail,4,GridScenario.rsu[1].appl,generatedWSAs,0
A_1fail,4,GridScenario.rsu[1].appl,receivedWSAs,0
A_1fail,4,GridScenario.rsu[1].nic.phy80211p,busyTime,0.02850276000002
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,ReceivedUnicastPackets,0
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,ReceivedBroadcasts,37226
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,SentPackets,200
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,SentAcknowledgements,0
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,RetriesExceeded,0
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,SNIRLostPackets,17587
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,RXTXLostPackets,0
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,TotalLostPackets,17587
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,DroppedPacketsInMac,0
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,TooLittleTime,0
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,TimesIntoBackoff,200
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,SlotsBackoff,295
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,NumInternalContention,0
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,totalBusyTime,5.70096
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,retriesExceeded:count,0
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,sentAcks:count,0
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,sentPackets:count,200
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,collisions:count,0
A_1fail,4,GridScenario.rsu[1].nic.mac1609_4,channelBusy:timeavg,0.02850480000002
A_1fail,4,GridScenario.rsu[2].appl,TIMING_avg_ms,0.07118086
A_1fail,4,GridScenario.rsu[2].appl,TIMING_max_ms,0.178042
A_1fail,4,GridScenario.rsu[2].appl,TIMING_min_ms,0.000875
A_1fail,4,GridScenario.rsu[2].appl,GT_network_waiting,26630
A_1fail,4,GridScenario.rsu[2].appl,L0_replay_rejections,0
A_1fail,4,GridScenario.rsu[2].appl,L0_auth_rejections,0
A_1fail,4,GridScenario.rsu[2].appl,L1B_max_drift_observed,0
A_1fail,4,GridScenario.rsu[2].appl,L1B_drift_rejections,0
A_1fail,4,GridScenario.rsu[2].appl,L1C_max_xcheck_gap,990
A_1fail,4,GridScenario.rsu[2].appl,L1C_avg_xcheck_gap,5.065
A_1fail,4,GridScenario.rsu[2].appl,L1C_xcheck_rejections,0
A_1fail,4,GridScenario.rsu[2].appl,L4_dest_from_v2x,0
A_1fail,4,GridScenario.rsu[2].appl,L4_dest_inside_skipped,0
A_1fail,4,GridScenario.rsu[2].appl,L4_dest_fallback,0
A_1fail,4,GridScenario.rsu[2].appl,GT_waiting_seconds,9308
A_1fail,4,GridScenario.rsu[2].appl,REAL_wait_seconds,103278
A_1fail,4,GridScenario.rsu[2].appl,REAL_distance,6869914.7221563
A_1fail,4,GridScenario.rsu[2].appl,L1A_total_measurements,200
A_1fail,4,GridScenario.rsu[2].appl,L1A_max_queue,999
A_1fail,4,GridScenario.rsu[2].appl,L1A_avg_queue_length,51.49
A_1fail,4,GridScenario.rsu[2].appl,L1A_avg_pressure,52.4
A_1fail,4,GridScenario.rsu[2].appl,L1B_valid_rate_percent,100
A_1fail,4,GridScenario.rsu[2].appl,VEH_total_waiting_seconds,10298
A_1fail,4,GridScenario.rsu[2].appl,L1B_byzantine_detections,0
A_1fail,4,GridScenario.rsu[2].appl,L2_decisions,200
A_1fail,4,GridScenario.rsu[2].appl,L2_avg_green_time,43.515
A_1fail,4,GridScenario.rsu[2].appl,L2_state_light,24
A_1fail,4,GridScenario.rsu[2].appl,L2_state_moderate,21
A_1fail,4,GridScenario.rsu[2].appl,L2_state_heavy,22
A_1fail,4,GridScenario.rsu[2].appl,L2_state_congested,133
A_1fail,4,GridScenario.rsu[2].appl,L3_voting_rounds,200
A_1fail,4,GridScenario.rsu[2].appl,L2_light_actuations,0
A_1fail,4,GridScenario.rsu[2].appl,L3_votes_collected,0
A_1fail,4,GridScenario.rsu[2].appl,L3_avg_voted_green,43.515
A_1fail,4,GridScenario.rsu[2].appl,L4_reroute_commands_sent,0
A_1fail,4,GridScenario.rsu[2].appl,L4_vehicles_rerouted,0
A_1fail,4,GridScenario.rsu[2].appl,L4_greedy_evaluations,0
A_1fail,4,GridScenario.rsu[2].appl,L4_actuations,0
