config,seed,module,metric,value
A_0fail,0,GridScenario.rsu[0].appl,TIMING_avg_ms,0.095715425
A_0fail,0,GridScenario.rsu[0].appl,TIMING_max_ms,0.292583
A_0fail,0,GridScenario.rsu[0].appl,TIMING_min_ms,0.001333
A_0fail,0,GridScenario.rsu[0].appl,GT_network_waiting,27109
A_0fail,0,GridScenario.rsu[0].appl,L0_replay_rejections,0
A_0fail,0,GridScenario.rsu[0].appl,L0_auth_rejections,0
A_0fail,0,GridScenario.rsu[0].appl,L1B_max_drift_observed,0
A_0fail,0,GridScenario.rsu[0].appl,L1B_drift_rejections,0
A_0fail,0,GridScenario.rsu[0].appl,L1C_max_xcheck_gap,4
A_0fail,0,GridScenario.rsu[0].appl,L1C_avg_xcheck_gap,0.215
A_0fail,0,GridScenario.rsu[0].appl,L1C_xcheck_rejections,0
A_0fail,0,GridScenario.rsu[0].appl,L4_dest_from_v2x,0
A_0fail,0,GridScenario.rsu[0].appl,L4_dest_inside_skipped,0
A_0fail,0,GridScenario.rsu[0].appl,L4_dest_fallback,0
A_0fail,0,GridScenario.rsu[0].appl,GT_waiting_seconds,14939
A_0fail,0,GridScenario.rsu[0].appl,REAL_wait_seconds,165319
A_0fail,0,GridScenario.rsu[0].appl,REAL_distance,9477761.5333424
A_0fail,0,GridScenario.rsu[0].appl,L1A_total_measurements,200
A_0fail,0,GridScenario.rsu[0].appl,L1A_max_queue,175
A_0fail,0,GridScenario.rsu[0].appl,L1A_avg_queue_length,74.695
A_0fail,0,GridScenario.rsu[0].appl,L1A_avg_pressure,75.935
A_0fail,0,GridScenario.rsu[0].appl,L1B_valid_rate_percent,100
A_0fail,0,GridScenario.rsu[0].appl,VEH_total_waiting_seconds,14939
A_0fail,0,GridScenario.rsu[0].appl,L1B_byzantine_detections,0
A_0fail,0,GridScenario.rsu[0].appl,L2_decisions,200
A_0fail,0,GridScenario.rsu[0].appl,L2_avg_green_time,44.55
A_0fail,0,GridScenario.rsu[0].appl,L2_state_light,19
A_0fail,0,GridScenario.rsu[0].appl,L2_state_moderate,14
A_0fail,0,GridScenario.rsu[0].appl,L2_state_heavy,24
A_0fail,0,GridScenario.rsu[0].appl,L2_state_congested,143
A_0fail,0,GridScenario.rsu[0].appl,L3_voting_rounds,200
A_0fail,0,GridScenario.rsu[0].appl,L2_light_actuations,0
A_0fail,0,GridScenario.rsu[0].appl,L3_votes_collected,0
A_0fail,0,GridScenario.rsu[0].appl,L3_avg_voted_green,44.55
A_0fail,0,GridScenario.rsu[0].appl,L4_reroute_commands_sent,0
A_0fail,0,GridScenario.rsu[0].appl,L4_vehicles_rerouted,0
A_0fail,0,GridScenario.rsu[0].appl,L4_greedy_evaluations,0
A_0fail,0,GridScenario.rsu[0].appl,L4_actuations,0
A_0fail,0,GridScenario.rsu[0].appl,L4_candidates_used,0
A_0fail,0,GridScenario.rsu[0].appl,L6_quality_level,100
A_0fail,0,GridScenario.rsu[0].appl,L6_degradation_activations,0
A_0fail,0,GridScenario.rsu[0].appl,L6_speed_guidance_kmh,100
A_0fail,0,GridScenario.rsu[0].appl,L6_coordination_mode,0
A_0fail,0,GridScenario.rsu[0].appl,L5_i_am_failed,0
A_0fail,0,GridScenario.rsu[0].appl,L5_neighbors_tracked,4
A_0fail,0,GridScenario.rsu[0].appl,L5_failures_detected,0
A_0fail,0,GridScenario.rsu[0].appl,L5_false_alarm_recoveries,0
A_0fail,0,GridScenario.rsu[0].appl,L5_first_detection_time,-1
A_0fail,0,GridScenario.rsu[0].appl,L5_pressure_spikes,24
A_0fail,0,GridScenario.rsu[0].appl,generatedWSMs,0
A_0fail,0,GridScenario.rsu[0].appl,receivedWSMs,0
A_0fail,0,GridScenario.rsu[0].appl,generatedBSMs,200
A_0fail,0,GridScenario.rsu[0].appl,receivedBSMs,51094
A_0fail,0,GridScenario.rsu[0].appl,generatedWSAs,0
A_0fail,0,GridScenario.rsu[0].appl,receivedWSAs,0
A_0fail,0,GridScenario.rsu[0].nic.phy80211p,busyTime,0.028655120000021
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,ReceivedUnicastPackets,0
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,ReceivedBroadcasts,51094
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,SentPackets,200
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,SentAcknowledgements,0
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,RetriesExceeded,0
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,SNIRLostPackets,4012
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,RXTXLostPackets,0
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,TotalLostPackets,4012
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,DroppedPacketsInMac,0
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,TooLittleTime,0
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,TimesIntoBackoff,200
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,SlotsBackoff,300
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,NumInternalContention,0
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,totalBusyTime,5.738088
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,retriesExceeded:count,0
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,sentAcks:count,0
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,sentPackets:count,200
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,collisions:count,0
A_0fail,0,GridScenario.rsu[0].nic.mac1609_4,channelBusy:timeavg,0.028690440000021
A_0fail,0,GridScenario.rsu[1].appl,TIMING_avg_ms,0.076179165
A_0fail,0,GridScenario.rsu[1].appl,TIMING_max_ms,0.425292
A_0fail,0,GridScenario.rsu[1].appl,TIMING_min_ms,0.0005
A_0fail,0,GridScenario.rsu[1].appl,GT_network_waiting,27109
A_0fail,0,GridScenario.rsu[1].appl,L0_replay_rejections,0
A_0fail,0,GridScenario.rsu[1].appl,L0_auth_rejections,0
A_0fail,0,GridScenario.rsu[1].appl,L1B_max_drift_observed,0
A_0fail,0,GridScenario.rsu[1].appl,L1B_drift_rejections,0
A_0fail,0,GridScenario.rsu[1].appl,L1C_max_xcheck_gap,4
A_0fail,0,GridScenario.rsu[1].appl,L1C_avg_xcheck_gap,0.49
A_0fail,0,GridScenario.rsu[1].appl,L1C_xcheck_rejections,0
A_0fail,0,GridScenario.rsu[1].appl,L4_dest_from_v2x,0
A_0fail,0,GridScenario.rsu[1].appl,L4_dest_inside_skipped,0
A_0fail,0,GridScenario.rsu[1].appl,L4_dest_fallback,0
A_0fail,0,GridScenario.rsu[1].appl,GT_waiting_seconds,9984
A_0fail,0,GridScenario.rsu[1].appl,REAL_wait_seconds,113840
A_0fail,0,GridScenario.rsu[1].appl,REAL_distance,6984761.0952419
A_0fail,0,GridScenario.rsu[1].appl,L1A_total_measurements,200
A_0fail,0,GridScenario.rsu[1].appl,L1A_max_queue,128
A_0fail,0,GridScenario.rsu[1].appl,L1A_avg_queue_length,49.92
A_0fail,0,GridScenario.rsu[1].appl,L1A_avg_pressure,50.8
A_0fail,0,GridScenario.rsu[1].appl,L1B_valid_rate_percent,100
A_0fail,0,GridScenario.rsu[1].appl,VEH_total_waiting_seconds,9984
A_0fail,0,GridScenario.rsu[1].appl,L1B_byzantine_detections,0
A_0fail,0,GridScenario.rsu[1].appl,L2_decisions,200
A_0fail,0,GridScenario.rsu[1].appl,L2_avg_green_time,43.195
A_0fail,0,GridScenario.rsu[1].appl,L2_state_light,21
A_0fail,0,GridScenario.rsu[1].appl,L2_state_moderate,30
A_0fail,0,GridScenario.rsu[1].appl,L2_state_heavy,18
A_0fail,0,GridScenario.rsu[1].appl,L2_state_congested,131
A_0fail,0,GridScenario.rsu[1].appl,L3_voting_rounds,200
A_0fail,0,GridScenario.rsu[1].appl,L2_light_actuations,0
A_0fail,0,GridScenario.rsu[1].appl,L3_votes_collected,0
A_0fail,0,GridScenario.rsu[1].appl,L3_avg_voted_green,43.195
A_0fail,0,GridScenario.rsu[1].appl,L4_reroute_commands_sent,0
A_0fail,0,GridScenario.rsu[1].appl,L4_vehicles_rerouted,0
A_0fail,0,GridScenario.rsu[1].appl,L4_greedy_evaluations,0
A_0fail,0,GridScenario.rsu[1].appl,L4_actuations,0
A_0fail,0,GridScenario.rsu[1].appl,L4_candidates_used,0
A_0fail,0,GridScenario.rsu[1].appl,L6_quality_level,100
A_0fail,0,GridScenario.rsu[1].appl,L6_degradation_activations,0
A_0fail,0,GridScenario.rsu[1].appl,L6_speed_guidance_kmh,100
A_0fail,0,GridScenario.rsu[1].appl,L6_coordination_mode,0
A_0fail,0,GridScenario.rsu[1].appl,L5_i_am_failed,0
A_0fail,0,GridScenario.rsu[1].appl,L5_neighbors_tracked,3
A_0fail,0,GridScenario.rsu[1].appl,L5_failures_detected,0
A_0fail,0,GridScenario.rsu[1].appl,L5_false_alarm_recoveries,0
A_0fail,0,GridScenario.rsu[1].appl,L5_first_detection_time,-1
A_0fail,0,GridScenario.rsu[1].appl,L5_pressure_spikes,14
A_0fail,0,GridScenario.rsu[1].appl,generatedWSMs,0
A_0fail,0,GridScenario.rsu[1].appl,receivedWSMs,0
A_0fail,0,GridScenario.rsu[1].appl,generatedBSMs,200
A_0fail,0,GridScenario.rsu[1].appl,receivedBSMs,39464
A_0fail,0,GridScenario.rsu[1].appl,generatedWSAs,0
A_0fail,0,GridScenario.rsu[1].appl,receivedWSAs,0
A_0fail,0,GridScenario.rsu[1].nic.phy80211p,busyTime,0.028655120000021
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,ReceivedUnicastPackets,0
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,ReceivedBroadcasts,39464
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,SentPackets,200
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,SentAcknowledgements,0
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,RetriesExceeded,0
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,SNIRLostPackets,15642
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,RXTXLostPackets,0
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,TotalLostPackets,15642
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,DroppedPacketsInMac,0
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,TooLittleTime,0
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,TimesIntoBackoff,200
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,SlotsBackoff,283
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,NumInternalContention,0
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,totalBusyTime,5.738088
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,retriesExceeded:count,0
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,sentAcks:count,0
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,sentPackets:count,200
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,collisions:count,0
A_0fail,0,GridScenario.rsu[1].nic.mac1609_4,channelBusy:timeavg,0.028690440000021
A_0fail,0,GridScenario.rsu[2].appl,TIMING_avg_ms,0.076782715
A_0fail,0,GridScenario.rsu[2].appl,TIMING_max_ms,0.218375
A_0fail,0,GridScenario.rsu[2].appl,TIMING_min_ms,0.000708
A_0fail,0,GridScenario.rsu[2].appl,GT_network_waiting,27109
A_0fail,0,GridScenario.rsu[2].appl,L0_replay_rejections,0
A_0fail,0,GridScenario.rsu[2].appl,L0_auth_rejections,0
A_0fail,0,GridScenario.rsu[2].appl,L1B_max_drift_observed,0
A_0fail,0,GridScenario.rsu[2].appl,L1B_drift_rejections,0
A_0fail,0,GridScenario.rsu[2].appl,L1C_max_xcheck_gap,985
A_0fail,0,GridScenario.rsu[2].appl,L1C_avg_xcheck_gap,5.305
A_0fail,0,GridScenario.rsu[2].appl,L1C_xcheck_rejections,0
A_0fail,0,GridScenario.rsu[2].appl,L4_dest_from_v2x,0
A_0fail,0,GridScenario.rsu[2].appl,L4_dest_inside_skipped,0
A_0fail,0,GridScenario.rsu[2].appl,L4_dest_fallback,0
A_0fail,0,GridScenario.rsu[2].appl,GT_waiting_seconds,11235
A_0fail,0,GridScenario.rsu[2].appl,REAL_wait_seconds,121031
A_0fail,0,GridScenario.rsu[2].appl,REAL_distance,7051192.0599253
A_0fail,0,GridScenario.rsu[2].appl,L1A_total_measurements,200
A_0fail,0,GridScenario.rsu[2].appl,L1A_max_queue,999
A_0fail,0,GridScenario.rsu[2].appl,L1A_avg_queue_length,61.1
A_0fail,0,GridScenario.rsu[2].appl,L1A_avg_pressure,61.995
A_0fail,0,GridScenario.rsu[2].appl,L1B_valid_rate_percent,100
A_0fail,0,GridScenario.rsu[2].appl,VEH_total_waiting_seconds,12220
A_0fail,0,GridScenario.rsu[2].appl,L1B_byzantine_detections,0
A_0fail,0,GridScenario.rsu[2].appl,L2_decisions,200
A_0fail,0,GridScenario.rsu[2].appl,L2_avg_green_time,44.04
A_0fail,0,GridScenario.rsu[2].appl,L2_state_light,19
A_0fail,0,GridScenario.rsu[2].appl,L2_state_moderate,24
A_0fail,0,GridScenario.rsu[2].appl,L2_state_heavy,16
A_0fail,0,GridScenario.rsu[2].appl,L2_state_congested,141
A_0fail,0,GridScenario.rsu[2].appl,L3_voting_rounds,200
A_0fail,0,GridScenario.rsu[2].appl,L2_light_actuations,0
A_0fail,0,GridScenario.rsu[2].appl,L3_votes_collected,0
A_0fail,0,GridScenario.rsu[2].appl,L3_avg_voted_green,44.04
A_0fail,0,GridScenario.rsu[2].appl,L4_reroute_commands_sent,0
A_0fail,0,GridScenario.rsu[2].appl,L4_vehicles_rerouted,0
A_0fail,0,GridScenario.rsu[2].appl,L4_greedy_evaluations,0
A_0fail,0,GridScenario.rsu[2].appl,L4_actuations,0
A_0fail,0,GridScenario.rsu[2].appl,L4_candidates_used,0
A_0fail,0,GridScenario.rsu[2].appl,L6_quality_level,100
A_0fail,0,GridScenario.rsu[2].appl,L6_degradation_activations,0
A_0fail,0,GridScenario.rsu[2].appl,L6_speed_guidance_kmh,100
A_0fail,0,GridScenario.rsu[2].appl,L6_coordination_mode,0
A_0fail,0,GridScenario.rsu[2].appl,L5_i_am_failed,0
A_0fail,0,GridScenario.rsu[2].appl,L5_neighbors_tracked,3
A_0fail,0,GridScenario.rsu[2].appl,L5_failures_detected,0
A_0fail,0,GridScenario.rsu[2].appl,L5_false_alarm_recoveries,0
A_0fail,0,GridScenario.rsu[2].appl,L5_first_detection_time,-1
A_0fail,0,GridScenario.rsu[2].appl,L5_pressure_spikes,21
A_0fail,0,GridScenario.rsu[2].appl,generatedWSMs,0
A_0fail,0,GridScenario.rsu[2].appl,receivedWSMs,0
A_0fail,0,GridScenario.rsu[2].appl,generatedBSMs,200
A_0fail,0,GridScenario.rsu[2].appl,receivedBSMs,38687
A_0fail,0,GridScenario.rsu[2].appl,generatedWSAs,0
A_0fail,0,GridScenario.rsu[2].appl,receivedWSAs,0
A_0fail,0,GridScenario.rsu[2].nic.phy80211p,busyTime,0.028655120000021
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,ReceivedUnicastPackets,0
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,ReceivedBroadcasts,38687
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,SentPackets,200
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,SentAcknowledgements,0
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,RetriesExceeded,0
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,SNIRLostPackets,16419
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,RXTXLostPackets,0
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,TotalLostPackets,16419
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,DroppedPacketsInMac,0
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,TooLittleTime,0
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,TimesIntoBackoff,200
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,SlotsBackoff,283
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,NumInternalContention,0
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,totalBusyTime,5.738088
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,retriesExceeded:count,0
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,sentAcks:count,0
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,sentPackets:count,200
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,collisions:count,0
A_0fail,0,GridScenario.rsu[2].nic.mac1609_4,channelBusy:timeavg,0.028690440000021
A_0fail,0,GridScenario.rsu[3].appl,TIMING_avg_ms,0.07019792
A_0fail,0,GridScenario.rsu[3].appl,TIMING_max_ms,0.161583
A_0fail,0,GridScenario.rsu[3].appl,TIMING_min_ms,0.000542
A_0fail,0,GridScenario.rsu[3].appl,GT_network_waiting,27109
A_0fail,0,GridScenario.rsu[3].appl,L0_replay_rejections,0
A_0fail,0,GridScenario.rsu[3].appl,L0_auth_rejections,0
A_0fail,0,GridScenario.rsu[3].appl,L1B_max_drift_observed,0
A_0fail,0,GridScenario.rsu[3].appl,L1B_drift_rejections,0
A_0fail,0,GridScenario.rsu[3].appl,L1C_max_xcheck_gap,1
A_0fail,0,GridScenario.rsu[3].appl,L1C_avg_xcheck_gap,0.005
A_0fail,0,GridScenario.rsu[3].appl,L1C_xcheck_rejections,0
A_0fail,0,GridScenario.rsu[3].appl,L4_dest_from_v2x,0
A_0fail,0,GridScenario.rsu[3].appl,L4_dest_inside_skipped,0
A_0fail,0,GridScenario.rsu[3].appl,L4_dest_fallback,0
A_0fail,0,GridScenario.rsu[3].appl,GT_waiting_seconds,9073
A_0fail,0,GridScenario.rsu[3].appl,REAL_wait_seconds,105503
A_0fail,0,GridScenario.rsu[3].appl,REAL_distance,6554421.8594997
A_0fail,0,GridScenario.rsu[3].appl,L1A_total_measurements,200
A_0fail,0,GridScenario.rsu[3].appl,L1A_max_queue,104
A_0fail,0,GridScenario.rsu[3].appl,L1A_avg_queue_length,45.365
A_0fail,0,GridScenario.rsu[3].appl,L1A_avg_pressure,46.175
A_0fail,0,GridScenario.rsu[3].appl,L1B_valid_rate_percent,100
A_0fail,0,GridScenario.rsu[3].appl,VEH_total_waiting_seconds,9073
A_0fail,0,GridScenario.rsu[3].appl,L1B_byzantine_detections,0
A_0fail,0,GridScenario.rsu[3].appl,L2_decisions,200
A_0fail,0,GridScenario.rsu[3].appl,L2_avg_green_time,42.93
A_0fail,0,GridScenario.rsu[3].appl,L2_state_light,22
A_0fail,0,GridScenario.rsu[3].appl,L2_state_moderate,33
A_0fail,0,GridScenario.rsu[3].appl,L2_state_heavy,15
A_0fail,0,GridScenario.rsu[3].appl,L2_state_congested,130
A_0fail,0,GridScenario.rsu[3].appl,L3_voting_rounds,200
A_0fail,0,GridScenario.rsu[3].appl,L2_light_actuations,0
A_0fail,0,GridScenario.rsu[3].appl,L3_votes_collected,0
A_0fail,0,GridScenario.rsu[3].appl,L3_avg_voted_green,42.93
A_0fail,0,GridScenario.rsu[3].appl,L4_reroute_commands_sent,0
A_0fail,0,GridScenario.rsu[3].appl,L4_vehicles_rerouted,0
A_0fail,0,GridScenario.rsu[3].appl,L4_greedy_evaluations,0
A_0fail,0,GridScenario.rsu[3].appl,L4_actuations,0
A_0fail,0,GridScenario.rsu[3].appl,L4_candidates_used,0
A_0fail,0,GridScenario.rsu[3].appl,L6_quality_level,100
A_0fail,0,GridScenario.rsu[3].appl,L6_degradation_activations,0
A_0fail,0,GridScenario.rsu[3].appl,L6_speed_guidance_kmh,100
A_0fail,0,GridScenario.rsu[3].appl,L6_coordination_mode,0
A_0fail,0,GridScenario.rsu[3].appl,L5_i_am_failed,0
A_0fail,0,GridScenario.rsu[3].appl,L5_neighbors_tracked,3
A_0fail,0,GridScenario.rsu[3].appl,L5_failures_detected,0
A_0fail,0,GridScenario.rsu[3].appl,L5_false_alarm_recoveries,0
A_0fail,0,GridScenario.rsu[3].appl,L5_first_detection_time,-1
A_0fail,0,GridScenario.rsu[3].appl,L5_pressure_spikes,16
A_0fail,0,GridScenario.rsu[3].appl,generatedWSMs,0
A_0fail,0,GridScenario.rsu[3].appl,receivedWSMs,0
A_0fail,0,GridScenario.rsu[3].appl,generatedBSMs,200
A_0fail,0,GridScenario.rsu[3].appl,receivedBSMs,37475
A_0fail,0,GridScenario.rsu[3].appl,generatedWSAs,0
A_0fail,0,GridScenario.rsu[3].appl,receivedWSAs,0
A_0fail,0,GridScenario.rsu[3].nic.phy80211p,busyTime,0.028655120000021
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,ReceivedUnicastPackets,0
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,ReceivedBroadcasts,37475
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,SentPackets,200
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,SentAcknowledgements,0
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,RetriesExceeded,0
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,SNIRLostPackets,17631
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,RXTXLostPackets,0
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,TotalLostPackets,17631
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,DroppedPacketsInMac,0
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,TooLittleTime,0
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,TimesIntoBackoff,200
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,SlotsBackoff,305
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,NumInternalContention,0
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,totalBusyTime,5.738088
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,retriesExceeded:count,0
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,sentAcks:count,0
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,sentPackets:count,200
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,collisions:count,0
A_0fail,0,GridScenario.rsu[3].nic.mac1609_4,channelBusy:timeavg,0.028690440000021
A_0fail,0,GridScenario.rsu[4].appl,TIMING_avg_ms,0.073496495
A_0fail,0,GridScenario.rsu[4].appl,TIMING_max_ms,0.172958
A_0fail,0,GridScenario.rsu[4].appl,TIMING_min_ms,0.0005
A_0fail,0,GridScenario.rsu[4].appl,GT_network_waiting,27109
A_0fail,0,GridScenario.rsu[4].appl,L0_replay_rejections,0
A_0fail,0,GridScenario.rsu[4].appl,L0_auth_rejections,0
A_0fail,0,GridScenario.rsu[4].appl,L1B_max_drift_observed,0
A_0fail,0,GridScenario.rsu[4].appl,L1B_drift_rejections,0
A_0fail,0,GridScenario.rsu[4].appl,L1C_max_xcheck_gap,1
A_0fail,0,GridScenario.rsu[4].appl,L1C_avg_xcheck_gap,0.005
A_0fail,0,GridScenario.rsu[4].appl,L1C_xcheck_rejections,0
A_0fail,0,GridScenario.rsu[4].appl,L4_dest_from_v2x,0
A_0fail,0,GridScenario.rsu[4].appl,L4_dest_inside_skipped,0
A_0fail,0,GridScenario.rsu[4].appl,L4_dest_fallback,0
A_0fail,0,GridScenario.rsu[4].appl,GT_waiting_seconds,10291
A_0fail,0,GridScenario.rsu[4].appl,REAL_wait_seconds,113834
A_0fail,0,GridScenario.rsu[4].appl,REAL_distance,7173281.8869696
A_0fail,0,GridScenario.rsu[4].appl,L1A_total_measurements,200
A_0fail,0,GridScenario.rsu[4].appl,L1A_max_queue,133
A_0fail,0,GridScenario.rsu[4].appl,L1A_avg_queue_length,51.455
A_0fail,0,GridScenario.rsu[4].appl,L1A_avg_pressure,52.42
A_0fail,0,GridScenario.rsu[4].appl,L1B_valid_rate_percent,100
A_0fail,0,GridScenario.rsu[4].appl,VEH_total_waiting_seconds,10291
A_0fail,0,GridScenario.rsu[4].appl,L1B_byzantine_detections,0
A_0fail,0,GridScenario.rsu[4].appl,L2_decisions,200
A_0fail,0,GridScenario.rsu[4].appl,L2_avg_green_time,42.855
A_0fail,0,GridScenario.rsu[4].appl,L2_state_light,18
A_0fail,0,GridScenario.rsu[4].appl,L2_state_moderate,37
A_0fail,0,GridScenario.rsu[4].appl,L2_state_heavy,13
A_0fail,0,GridScenario.rsu[4].appl,L2_state_congested,132
A_0fail,0,GridScenario.rsu[4].appl,L3_voting_rounds,200
A_0fail,0,GridScenario.rsu[4].appl,L2_light_actuations,0
A_0fail,0,GridScenario.rsu[4].appl,L3_votes_collected,0
A_0fail,0,GridScenario.rsu[4].appl,L3_avg_voted_green,42.855
A_0fail,0,GridScenario.rsu[4].appl,L4_reroute_commands_sent,0
A_0fail,0,GridScenario.rsu[4].appl,L4_vehicles_rerouted,0
A_0fail,0,GridScenario.rsu[4].appl,L4_greedy_evaluations,0
A_0fail,0,GridScenario.rsu[4].appl,L4_actuations,0
A_0fail,0,GridScenario.rsu[4].appl,L4_candidates_used,0
A_0fail,0,GridScenario.rsu[4].appl,L6_quality_level,100
A_0fail,0,GridScenario.rsu[4].appl,L6_degradation_activations,0
A_0fail,0,GridScenario.rsu[4].appl,L6_speed_guidance_kmh,100
A_0fail,0,GridScenario.rsu[4].appl,L6_coordination_mode,0
A_0fail,0,GridScenario.rsu[4].appl,L5_i_am_failed,0
A_0fail,0,GridScenario.rsu[4].appl,L5_neighbors_tracked,3
A_0fail,0,GridScenario.rsu[4].appl,L5_failures_detected,0
A_0fail,0,GridScenario.rsu[4].appl,L5_false_alarm_recoveries,0
A_0fail,0,GridScenario.rsu[4].appl,L5_first_detection_time,-1
A_0fail,0,GridScenario.rsu[4].appl,L5_pressure_spikes,21
A_0fail,0,GridScenario.rsu[4].appl,generatedWSMs,0
A_0fail,0,GridScenario.rsu[4].appl,receivedWSMs,0
A_0fail,0,GridScenario.rsu[4].appl,generatedBSMs,200
A_0fail,0,GridScenario.rsu[4].appl,receivedBSMs,37266
A_0fail,0,GridScenario.rsu[4].appl,generatedWSAs,0
A_0fail,0,GridScenario.rsu[4].appl,receivedWSAs,0
A_0fail,0,GridScenario.rsu[4].nic.phy80211p,busyTime,0.028655120000021
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,ReceivedUnicastPackets,0
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,ReceivedBroadcasts,37266
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,SentPackets,200
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,SentAcknowledgements,0
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,RetriesExceeded,0
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,SNIRLostPackets,17840
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,RXTXLostPackets,0
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,TotalLostPackets,17840
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,DroppedPacketsInMac,0
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,TooLittleTime,0
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,TimesIntoBackoff,200
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,SlotsBackoff,299
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,NumInternalContention,0
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,totalBusyTime,5.738088
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,retriesExceeded:count,0
A_0fail,0,GridScenario.rsu[4].nic.mac1609_4,sentAcks:count,0
